,stepNo,text,useStove,leavable,duration,start,end
0,0.0,りんご1個,False,False,0.0,4.0,5.0
1,1.0,4等分に切る,False,False,0.0,6.0,8.0
2,2.0,芯を取る,False,False,0.0,9.5,13.5
3,3.0,薄切りにする,False,False,0.0,15.5,18.5
4,4.0,コンポート砂30,False,False,0.0,20.0,22.0
5,5.0,レモン2個,False,False,0.0,38.0,39.0
6,6.0,半分に切る,False,False,0.0,40.0,40.0
7,7.0,果汁を絞る,False,False,0.0,43.0,45.5
8,8.0,1果汁を絞る,False,False,0.0,46.0,46.0
9,9.0,種を取り除く,False,False,0.0,47.5,48.0
10,10.0,砂100g,False,False,0.0,52.5,53.5
11,11.0,ドとえず混ぜながら弱火で熱する,False,False,0.0,59.0,59.5
12,12.0,レモンカードとえず混ぜながらごく弱火で熱する,False,False,0.0,60.0,65.0
13,13.0,カステラ2個,False,False,0.0,78.5,81.0
14,14.0,レモンカードをのせる.,False,False,0.0,82.5,83.0
15,15.0,りんごのコンポートをのせて完成!,False,False,0.0,88.5,89.5
