,stepNo,text,useStove,leavable,duration,start,end
0,0.0,皮をむいて千切りにする,False,False,0.0,6.0,7.5
1,1.0,小さじ1/3,False,False,0.0,9.0,10.0
2,2.0,混ぜる,False,False,0.0,11.0,12.0
3,3.0,5分おく,False,False,5.0,13.0,14.0
4,4.0,三つ葉1/2束,False,False,0.0,15.0,16.0
5,5.0,13cm幅に切る,False,False,0.0,17.0,18.0
6,6.0,11ツナ缶1缶(70g),False,False,0.0,19.5,21.0
7,7.0,缶汁を切る,False,False,0.0,22.0,23.0
8,8.0,しょうゆ小さじ1/3,False,False,0.0,24.5,25.5
9,9.0,マヨネーズ大さじ2,False,False,0.0,27.0,28.5
10,10.0,白いりごま大さじ1,False,False,0.0,29.5,30.5
11,11.0,混ぜる,False,False,0.0,31.5,34.0
12,12.0,ks切った大根を加える,False,False,0.0,35.5,35.5
13,13.0,水気を切った大根を加える,False,False,0.0,36.0,37.0
14,14.0,三つ葉を加える,False,False,0.0,38.5,40.0
15,15.0,ツナを加える,False,False,0.0,41.5,43.0
16,16.0,混ぜて完成!,False,False,0.0,44.0,46.0
