,stepNo,text,useStove,leavable,duration,start,end
0,0.0,かし1/4袋,False,False,0.0,3.5,4.5
1,1.0,根元を切り落と半分に切る,False,False,0.0,5.0,7.0
2,2.0,フ大さじ1/2,False,False,0.0,8.0,9.5
3,3.0,牛肉100g,False,False,0.0,10.5,12.0
4,4.0,肉の色が変わるまで中火で炒める,False,False,0.0,13.0,15.5
5,5.0,キムチ50g,False,False,0.0,16.5,18.0
6,6.0,1分ほど炒める,False,False,1.0,18.5,21.0
7,7.0,にレタスを並べる器,False,False,0.0,22.0,22.5
8,8.0,器にレタスを並べる,False,False,0.0,23.0,23.5
9,9.0,炒めた具材をのせる,False,False,0.0,24.5,26.5
10,10.0,かいえる,False,False,0.0,27.5,29.5
11,11.0,小さじ1/2,False,False,0.0,30.5,32.5
