,stepNo,text,useStove,leavable,duration,start,end
0,0.0,100g,False,False,0.0,4.0,4.5
1,1.0,そうめん,False,False,0.0,5.0,6.0
2,2.0,記時間通り,False,False,0.0,7.0,8.5
3,3.0,きゅうり12本,False,False,0.0,11.0,12.0
4,4.0,千切りにする,False,False,0.0,13.0,14.5
5,5.0,ミニトマト1個,False,False,0.0,15.5,17.0
6,6.0,4等分に切る,False,False,0.0,17.5,18.5
7,7.0,ボウルにそうめんを入れる,False,False,0.0,20.0,21.5
8,8.0,切ったきゅうりを入れる,False,False,0.0,22.5,23.5
9,9.0,ツナ缶1缶(缶汁を切る),False,False,0.0,25.0,26.0
10,10.0,マヨネーズさじ3,False,False,0.0,27.0,29.0
11,11.0,めんつゆ小さじ1(3倍濃縮),False,False,0.0,30.0,31.5
12,12.0,こじよう適量,False,False,0.0,32.5,33.5
13,13.0,混ぜ合わせる,False,False,0.0,34.5,36.5
14,14.0,リーンリーフ1袋,False,False,0.0,37.5,40.0
15,15.0,そうめんをのせる,False,False,0.0,41.5,44.0
16,16.0,ミニトマトをのせて完成!,False,False,0.0,45.5,48.0
