,stepNo,text,useStove,leavable,duration,start,end
0,0.0,マスカルポーネ259,False,False,0.0,4.0,5.0
1,1.0,なめらかになるまでミキサーで混ぜる,False,False,0.0,6.0,9.0
2,2.0,100cc,False,False,0.0,10.5,12.0
3,3.0,く混ぜる,False,False,0.0,13.0,17.5
4,4.0,1砂さじ1/2糖,False,False,0.0,19.0,19.5
5,5.0,1ツノが立つまで混ぜる,False,False,0.0,20.5,24.0
6,6.0,サンドイッチ用パン2枚,False,False,0.0,26.5,27.5
7,7.0,あんこ70g,False,False,0.0,28.0,29.5
8,8.0,生クリームをのせる,False,False,0.0,30.5,31.5
9,9.0,パンでサンドする,False,False,0.0,32.5,33.5
10,10.0,2等分して完成!,False,False,0.0,34.5,36.5
