,stepNo,text,useStove,leavable,duration,start,end
0,0.0,にんじん12本,False,False,0.0,4.0,4.5
1,1.0,薄切りにする,False,False,0.0,5.5,7.0
2,2.0,1/2個,False,False,0.0,8.0,9.5
3,3.0,芯をとる,False,False,0.0,10.0,19.0
4,4.0,薄切りにする,False,False,0.0,19.5,21.5
5,5.0,しょうが1かけ,False,False,0.0,22.0,23.0
6,6.0,小さく切る,False,False,0.0,24.0,25.0
7,7.0,食材をミキサーに入れる,False,False,0.0,26.0,27.0
8,8.0,recen,False,False,0.0,27.5,27.5
9,9.0,オレス20UcC,False,False,0.0,28.0,29.5
10,10.0,成!,False,False,0.0,30.0,30.5
11,11.0,撹拌して完成!,False,False,0.0,31.0,32.5
