,stepNo,text,useStove,leavable,duration,start,end
0,0.0,春菊/2袋,False,False,0.0,4.0,5.0
1,1.0,葉と茎にわける,False,False,0.0,5.5,7.0
2,2.0,葉は食べやすい大きさに切る,False,False,0.0,8.0,9.5
3,3.0,茎は斜め薄切りにす,False,False,0.0,11.0,13.0
4,4.0,パプリカ1/2個,False,False,0.0,14.0,15.5
5,5.0,半分にして細切りにする,False,False,0.0,16.0,18.0
6,6.0,にんにく1かけ,False,False,0.0,19.0,20.0
7,7.0,みじん切りにする,False,False,0.0,20.5,22.0
8,8.0,しょうが1かけ,False,False,0.0,23.5,24.5
9,9.0,みじん切りに,False,False,0.0,25.0,26.0
10,10.0,サラダ油小さじ2,False,False,0.0,27.5,41.5
11,11.0,パプリカを加える,False,False,0.0,42.0,42.5
12,12.0,がなじむまで炒める,False,False,0.0,43.0,47.5
13,13.0,しょうゆ1さじ1/2,False,False,0.0,48.0,56.5
14,14.0,ボウルに春菊を入れる,False,False,0.0,57.5,58.5
15,15.0,炒めた具を加える,False,False,0.0,59.5,60.5
16,16.0,めた具を加え,False,False,0.0,61.0,61.0
17,17.0,炒めた具を加える,False,False,0.0,61.5,61.5
18,18.0,混ぜ合わせて完成!,False,False,0.0,62.5,65.0
