,stepNo,text,useStove,leavable,duration,start,end
0,0.0,千切りにする,False,False,0.0,6.5,9.5
1,1.0,器に盛る,False,False,0.0,10.5,10.5
2,2.0,大さじ2,False,False,0.0,12.5,12.5
3,3.0,笑さじ2,False,False,0.0,13.0,14.0
4,4.0,よう15g,False,False,0.0,15.5,15.5
5,5.0,紅しょうが,False,False,0.0,16.5,16.5
6,6.0,昜げ玉く大さじ2,False,False,0.0,18.0,18.0
7,7.0,揚げ玉笑さじ2,False,False,0.0,18.5,18.5
8,8.0,哭さじ2,False,False,0.0,19.0,19.0
9,9.0,矢さじ2,False,False,0.0,19.5,19.5
10,10.0,おス,False,False,0.0,20.5,23.5
11,11.0,ll適量,False,False,0.0,26.0,26.5
12,12.0,Tiおa,False,False,0.0,31.0,32.5
