,stepNo,text,useStove,leavable,duration,start,end
0,0.0,ルビー色にきゅんワ,False,False,0.0,3.5,4.0
1,1.0,ざくろ2個,False,False,0.0,7.0,8.0
2,2.0,横半分に切る,False,False,0.0,9.5,11.0
3,3.0,半分に切る,False,False,0.0,11.5,13.5
4,4.0,房から取って水につける,False,False,0.0,19.0,21.0
5,5.0,浮いた皮を取り除く,False,False,0.0,22.5,24.5
6,6.0,水気を切って乾かす,False,False,0.0,26.0,28.0
7,7.0,2重にした袋に入れる,False,False,0.0,29.0,30.5
8,8.0,揉んでつぶす,False,False,0.0,35.5,36.0
9,9.0,ざるに入れる.,False,False,0.0,38.0,38.0
10,10.0,るに入れる,False,False,0.0,39.5,39.5
11,11.0,ざるに入れる,False,False,0.0,40.0,40.5
12,12.0,こす,False,False,0.0,41.5,42.0
13,13.0,砂80g,False,False,0.0,49.5,49.5
14,14.0,砂糖80g,False,False,0.0,50.0,67.5
